id,label
1753,3
1754,2
1755,5
1756,6
1757,2
1758,6
1759,1
1760,0
1761,4
1762,3
1763,6
1764,3
1765,3
1766,6
1767,0
1768,0
1769,2
1770,3
1771,6
1772,0
1773,4
1774,0
1775,3
1776,2
1777,2
1778,0
1779,2
1780,6
1781,4
1782,6
1783,5
1784,3
1785,0
1786,4
1787,3
1788,0
1789,3
1790,5
1791,2
1792,4
1793,3
1794,6
1795,6
1796,3
1797,0
1798,5
1799,3
1800,2
1801,3
1802,5
1803,0
1804,3
1805,6
1806,3
1807,2
1808,3
1809,4
1810,2
1811,6
1812,6
1813,0
1814,4
1815,4
1816,0
1817,0
1818,3
1819,5
1820,4
1821,6
1822,4
1823,6
1824,2
1825,0
1826,2
1827,5
1828,6
1829,3
1830,2
1831,6
1832,3
1833,2
1834,3
1835,3
1836,2
1837,6
1838,3
1839,3
1840,4
1841,6
1842,3
1843,4
1844,3
1845,6
1846,3
1847,4
1848,3
1849,4
1850,2
1851,4
1852,0
1853,6
1854,6
1855,0
1856,3
1857,3
1858,3
1859,5
1860,4
1861,3
1862,4
1863,3
1864,0
1865,3
1866,3
1867,4
1868,6
1869,3
1870,3
1871,3
1872,4
1873,2
1874,5
1875,2
1876,3
1877,3
1878,6
1879,3
1880,3
1881,2
1882,5
1883,2
1884,3
1885,6
1886,3
1887,5
1888,2
1889,0
1890,6
1891,3
1892,6
1893,4
1894,2
1895,3
1896,2
1897,4
1898,3
1899,0
1900,4
1901,1
1902,3
1903,3
1904,5
1905,4
1906,6
1907,6
1908,4
1909,4
1910,5
1911,6
1912,6
1913,3
1914,4
1915,0
1916,4
1917,3
1918,0
1919,4
1920,0
1921,5
1922,2
1923,3
1924,6
1925,3
1926,4
1927,6
1928,3
1929,0
1930,4
1931,3
1932,3
1933,0
1934,2
1935,3
1936,1
1937,3
1938,5
1939,6
1940,6
1941,3
1942,2
1943,4
1944,3
1945,2
1946,2
1947,6
1948,2
1949,3
1950,3
1951,5
1952,0
1953,4
1954,4
1955,4
1956,3
1957,0
1958,2
1959,3
1960,0
1961,6
1962,3
1963,4
1964,4
1965,6
1966,6
1967,3
1968,6
1969,6
1970,0
1971,2
1972,4
1973,6
1974,6
1975,0
1976,3
1977,2
1978,0
1979,3
1980,3
1981,2
1982,3
1983,6
1984,0
1985,6
1986,3
1987,6
1988,4
1989,5
1990,6
1991,3
1992,3
1993,3
1994,6
1995,3
1996,6
1997,3
1998,2
1999,4
2000,4
2001,3
2002,6
2003,1
2004,0
2005,6
2006,2
2007,2
2008,3
2009,2
2010,2
2011,3
2012,6
2013,4
2014,3
2015,5
2016,5
2017,3
2018,3
2019,3
2020,4
2021,5
2022,3
2023,0
2024,0
2025,5
2026,3
2027,3
2028,3
2029,5
2030,0
2031,2
2032,3
2033,3
2034,6
2035,4
2036,2
2037,4
2038,6
2039,0
2040,2
2041,0
2042,3
2043,4
2044,1
2045,3
2046,0
2047,3
2048,3
2049,4
2050,2
2051,6
2052,3
2053,4
2054,3
2055,1
2056,4
2057,4
2058,4
2059,2
2060,5
2061,4
2062,2
2063,3
2064,2
2065,5
2066,3
2067,6
2068,3
2069,4
2070,2
2071,3
2072,5
2073,3
2074,3
2075,3
2076,3
2077,4
2078,4
2079,2
2080,4
2081,4
2082,6
2083,0
2084,3
2085,2
2086,5
2087,0
2088,0
2089,3
2090,6
2091,5
2092,3
2093,3
2094,3
2095,6
2096,5
2097,3
2098,4
2099,4
2100,5
2101,0
2102,6
2103,6
2104,5
2105,0
2106,5
2107,4
2108,3
2109,0
2110,3
2111,6
2112,6
2113,4
2114,6
2115,6
2116,6
2117,2
2118,3
2119,3
2120,3
2121,4
2122,6
2123,3
2124,0
2125,4
2126,3
2127,3
2128,2
2129,5
2130,5
2131,6
2132,4
2133,4
2134,0
2135,2
2136,2
2137,0
2138,2
2139,6
2140,5
2141,2
2142,4
2143,3
2144,2
2145,0
2146,2
2147,4
2148,0
2149,3
2150,3
2151,6
2152,4
2153,2
2154,5
2155,5
2156,0
2157,5
2158,2
2159,6
2160,5
2161,0
2162,0
2163,5
2164,6
2165,6
2166,2
2167,5
2168,0
2169,0
2170,3
2171,3
2172,4
2173,3
2174,4
2175,4
2176,4
2177,6
2178,3
2179,0
2180,0
2181,3
2182,6
2183,4
2184,0
2185,6
2186,3
2187,6
2188,0
2189,2
2190,6
2191,3
2192,6
2193,2
2194,4
2195,3
2196,0
2197,4
2198,3
2199,4
2200,3
2201,3
2202,3
2203,4
2204,2
2205,6
2206,3
2207,6
2208,3
2209,0
2210,0
2211,6
2212,4
2213,6
2214,3
2215,3
2216,5
2217,0
2218,3
2219,5
2220,0
2221,2
2222,6
2223,0
2224,3
2225,3
2226,5
2227,3
2228,0
2229,3
2230,0
2231,4
2232,4
2233,6
2234,2
2235,6
2236,5
2237,6
2238,0
2239,0
2240,0
2241,6
2242,3
2243,5
2244,5
2245,4
2246,5
2247,4
2248,3
2249,5
2250,4
2251,3
2252,2
2253,6
2254,6
2255,0
2256,6
2257,4
2258,2
2259,5
2260,2
2261,0
2262,1
2263,3
2264,6
2265,0
2266,0
2267,4
2268,6
2269,3
2270,4
2271,3
2272,0
2273,3
2274,5
2275,3
2276,3
2277,6
2278,3
2279,6
2280,0
2281,5
2282,0
2283,3
2284,4
2285,5
2286,5
2287,0
2288,2
2289,6
2290,6
2291,3
2292,0
2293,6
2294,4
2295,5
2296,3
2297,4
2298,3
2299,3
2300,0
2301,3
2302,4
2303,5
2304,6
2305,4
2306,4
2307,6
2308,0
2309,4
2310,3
2311,5
2312,6
2313,3
2314,2
2315,3
2316,5
2317,0
2318,3
2319,4
2320,3
2321,3
2322,5
2323,5
2324,0
2325,0
2326,0
2327,5
2328,0
2329,0
2330,2
2331,0
2332,3
2333,3
2334,4
2335,5
2336,3
2337,3
2338,0
2339,6
2340,0
2341,4
2342,0
2343,2
2344,2
2345,4
2346,5
2347,3
2348,3
2349,3
2350,0
2351,4
2352,5
2353,6
2354,6
2355,6
2356,5
2357,0
2358,3
2359,2
2360,0
2361,0
2362,4
2363,0
2364,4
2365,3
2366,0
2367,2
2368,0
2369,4
2370,4
2371,2
2372,0
2373,5
2374,4
2375,6
2376,3
2377,3
2378,2
2379,0
2380,3
2381,4
2382,4
2383,5
2384,0
2385,6
2386,3
2387,4
2388,3
2389,6
2390,6
2391,0
2392,3
2393,0
2394,3
2395,4
2396,0
2397,3
2398,3
2399,0
2400,5
2401,3
2402,3
2403,3
2404,3
2405,0
2406,6
2407,6
2408,4
2409,6
2410,3
2411,0
2412,6
2413,5
2414,3
2415,0
2416,6
2417,3
2418,0
2419,0
2420,3
2421,0
2422,4
2423,6
2424,5
2425,6
2426,0
2427,4
2428,2
2429,2
2430,6
2431,4
2432,2
2433,0
2434,6
2435,6
2436,3
2437,2
2438,3
2439,3
2440,3
2441,4
2442,3
2443,4
2444,2
2445,2
2446,1
2447,4
2448,2
2449,4
2450,3
2451,6
2452,6
2453,3
2454,3
2455,3
2456,3
2457,2
2458,5
2459,1
2460,4
2461,6
2462,4
2463,3
2464,4
2465,3
2466,3
2467,0
2468,4
2469,0
2470,4
2471,4
2472,3
2473,4
2474,6
2475,4
2476,5
2477,0
2478,6
2479,2
2480,6
2481,3
2482,3
2483,5
2484,3
2485,4
2486,4
2487,3
2488,2
2489,0
2490,3
2491,3
2492,0
2493,5
2494,3
2495,6
2496,3
2497,2
2498,4
2499,4
2500,3
2501,4
2502,4
2503,5
2504,3
2505,0
2506,3
2507,4
2508,6
2509,6
2510,2
2511,5
2512,5
2513,3
2514,5
2515,6
2516,2
2517,4
2518,6
2519,0
2520,5
2521,4
2522,3
2523,4
2524,5
2525,4
2526,2
2527,6
2528,4
2529,5
2530,5
2531,0
2532,0
2533,3
2534,6
2535,4
2536,0
2537,3
2538,3
2539,1
2540,6
2541,3
2542,3
2543,6
2544,5
2545,2
2546,2
2547,2
2548,3
2549,5
2550,3
2551,3
2552,4
2553,2
2554,6
2555,3
2556,6
2557,2
2558,6
2559,0
2560,3
2561,0
2562,2
2563,6
2564,3
2565,5
2566,4
2567,5
2568,3
2569,6
2570,0
2571,4
2572,4
2573,6
2574,3
2575,2
2576,5
2577,4
2578,3
2579,4
2580,4
2581,5
2582,4
2583,4
2584,4
2585,5
2586,3
2587,0
2588,5
2589,3
2590,6
2591,5
2592,0
2593,3
2594,3
2595,3
2596,3
2597,2
2598,3
2599,4
2600,6
2601,6
2602,4
2603,5
2604,0
2605,3
2606,5
2607,2
2608,3
2609,3
2610,5
2611,6
2612,6
2613,3
2614,4
2615,3
2616,0
2617,5
2618,1
2619,4
2620,2
2621,3
2622,2
2623,6
2624,3
2625,3
2626,3
2627,5
2628,4
2629,5
2630,6
2631,4
2632,4
2633,0
2634,0
2635,6
2636,4
2637,0
2638,2
2639,5
2640,3
2641,6
2642,3
2643,4
2644,4
2645,6
2646,5
2647,2
2648,4
2649,3
2650,5
2651,6
2652,5
2653,4
2654,6
2655,3
2656,6
2657,5
2658,0
2659,4
2660,2
2661,0
2662,2
2663,2
2664,6
2665,6
2666,4
2667,6
2668,3
2669,6
2670,2
2671,3
2672,0
2673,6
2674,3
2675,4
2676,4
2677,3
2678,3
2679,2
2680,3
2681,1
2682,3
2683,2
2684,3
2685,5
2686,0
2687,6
2688,2
2689,2
2690,3
2691,0
2692,3
2693,4
2694,3
2695,6
2696,3
2697,4
2698,3
2699,2
2700,1
2701,6
2702,4
2703,3
2704,2
2705,5
2706,4
2707,3
2708,3
2709,0
2710,0
2711,3
2712,6
2713,6
2714,4
2715,5
2716,5
2717,4
2718,2
2719,0
2720,6
2721,4
2722,0
2723,3
2724,4
2725,3
2726,3
2727,4
2728,6
2729,6
2730,3
2731,0
2732,4
2733,3
2734,3
2735,4
2736,6
2737,3
2738,4
2739,2
2740,5
2741,3
2742,5
2743,3
2744,4
2745,6
2746,4
2747,0
2748,5
2749,3
2750,6
2751,5
2752,6
2753,6
2754,0
2755,4
2756,2
2757,1
2758,4
2759,0
2760,3
2761,5
2762,3
2763,5
2764,4
2765,0
2766,4
2767,0
2768,4
2769,5
2770,2
2771,0
2772,3
2773,6
2774,4
2775,5
2776,0
2777,0
2778,3
2779,3
2780,3
2781,5
2782,3
2783,6
2784,0
2785,5
2786,0
2787,3
2788,0
2789,6
2790,3
2791,4
2792,6
2793,6
2794,0
2795,3
2796,4
2797,4
2798,2
2799,3
2800,6
2801,6
2802,3
2803,3
2804,6
2805,0
2806,2
2807,4
2808,6
2809,3
2810,6
2811,2
2812,0
2813,6
2814,4
2815,6
2816,2
2817,6
2818,3
2819,4
2820,3
2821,4
2822,0
2823,3
2824,3
2825,2
2826,3
2827,4
2828,4
2829,2
2830,2
2831,4
2832,6
2833,3
2834,5
2835,5
2836,4
2837,4
2838,6
2839,3
2840,5
2841,6
2842,5
2843,1
2844,4
2845,3
2846,3
2847,4
2848,3
2849,5
2850,0
2851,6
2852,0
2853,5
2854,4
2855,6
2856,6
2857,6
2858,0
2859,2
2860,6
2861,4
2862,4
2863,5
2864,6
2865,4
2866,3
2867,0
2868,4
2869,4
2870,6
2871,2
2872,3
2873,0
2874,3
2875,3
2876,3
2877,0
2878,0
2879,0
2880,5
2881,0
2882,3
2883,3
2884,0
2885,5
2886,6
2887,6
2888,0
2889,6
2890,6
2891,0
2892,1
2893,3
2894,2
2895,0
2896,4
2897,2
2898,3
2899,0
2900,3
2901,4
2902,6
2903,4
2904,6
2905,0
2906,2
2907,5
2908,2
2909,6
2910,4
2911,0
2912,5
2913,4
2914,5
2915,3
2916,2
2917,0
2918,3
2919,6
2920,3
2921,6
2922,4
2923,3
2924,3
2925,0
2926,3
2927,4
2928,6
2929,3
2930,2
2931,3
2932,2
2933,3
2934,0
2935,0
2936,5
2937,6
2938,2
2939,0
2940,4
2941,0
2942,6
2943,2
2944,0
2945,3
2946,0
2947,3
2948,5
2949,4
2950,4
2951,2
2952,6
2953,3
2954,2
2955,6
2956,6
2957,3
2958,3
2959,4
2960,3
2961,3
2962,2
2963,0
2964,0
2965,3
2966,0
2967,4
2968,4
2969,6
2970,6
2971,2
2972,2
2973,2
2974,3
2975,6
2976,3
2977,6
2978,6
2979,4
2980,6
2981,4
2982,0
2983,6
2984,6
2985,0
2986,2
2987,0
2988,6
2989,3
2990,4
2991,3
2992,0
2993,0
2994,3
2995,3
2996,3
2997,6
